pearsons_correlation,Metadata_treatment,reference,Metadata_Pathway
0.5716594537211783,UCD-0000450,Failing,Neuronal Signaling
0.4024177810685849,UCD-0000450,Failing,Neuronal Signaling
0.5965969141201618,UCD-0000450,Failing,Neuronal Signaling
0.3966324896589235,UCD-0000450,Failing,Neuronal Signaling
-0.07785209791799744,UCD-0000721,Failing,Neuronal Signaling
0.03236788598331771,UCD-0000721,Failing,Neuronal Signaling
-0.04599972643237404,UCD-0000721,Failing,Neuronal Signaling
0.03289973941819649,UCD-0000721,Failing,Neuronal Signaling
-0.07347327284433389,UCD-0000721,Failing,Neuronal Signaling
0.007217796335199095,UCD-0000721,Failing,Neuronal Signaling
0.026151431012322042,UCD-0000721,Failing,Neuronal Signaling
0.061730040901231076,UCD-0000721,Failing,Neuronal Signaling
-0.25537247360237375,UCD-0000721,Failing,Neuronal Signaling
0.08411836741338356,UCD-0000721,Failing,Neuronal Signaling
0.00786101582487795,UCD-0000721,Failing,Neuronal Signaling
-0.008308755531490198,UCD-0000721,Failing,Neuronal Signaling
0.001219511779787866,UCD-0000721,Failing,Neuronal Signaling
0.07257450836550719,UCD-0000721,Failing,Neuronal Signaling
0.029423286112593757,UCD-0000721,Failing,Neuronal Signaling
0.0406626527596349,UCD-0000721,Failing,Neuronal Signaling
0.789789917957478,UCD-0001014,Failing,Neuronal Signaling
0.6730602105362021,UCD-0001014,Failing,Neuronal Signaling
0.8141028295929036,UCD-0001014,Failing,Neuronal Signaling
0.6423854970281289,UCD-0001014,Failing,Neuronal Signaling
0.7371281529699493,UCD-0001014,Failing,Neuronal Signaling
0.7530562006724797,UCD-0001014,Failing,Neuronal Signaling
0.8137152200550052,UCD-0001014,Failing,Neuronal Signaling
0.7418358807859718,UCD-0001014,Failing,Neuronal Signaling
0.6221517778117686,UCD-0001014,Failing,Neuronal Signaling
0.7059843917139929,UCD-0001014,Failing,Neuronal Signaling
0.6372048658680809,UCD-0001014,Failing,Neuronal Signaling
0.6735338025377494,UCD-0001014,Failing,Neuronal Signaling
0.5685615046300604,UCD-0001014,Failing,Neuronal Signaling
0.7247368581778908,UCD-0001014,Failing,Neuronal Signaling
0.6419255445071999,UCD-0001014,Failing,Neuronal Signaling
0.6672609230115673,UCD-0001014,Failing,Neuronal Signaling
0.7842355323783047,UCD-0001014,Failing,Neuronal Signaling
0.7714130609221572,UCD-0001014,Failing,Neuronal Signaling
0.819854687971747,UCD-0001014,Failing,Neuronal Signaling
0.7597344959375654,UCD-0001014,Failing,Neuronal Signaling
0.6866719104475544,UCD-0001014,Failing,Neuronal Signaling
0.7347398931553232,UCD-0001014,Failing,Neuronal Signaling
0.708247280490298,UCD-0001014,Failing,Neuronal Signaling
0.7058608981899441,UCD-0001014,Failing,Neuronal Signaling
0.6696015060208983,UCD-0001014,Failing,Neuronal Signaling
0.6974082283791798,UCD-0001014,Failing,Neuronal Signaling
0.7283648657603204,UCD-0001014,Failing,Neuronal Signaling
0.6626958749322351,UCD-0001014,Failing,Neuronal Signaling
0.5438461279372161,UCD-0001014,Failing,Neuronal Signaling
0.6656783144266304,UCD-0001014,Failing,Neuronal Signaling
0.6222424963158596,UCD-0001014,Failing,Neuronal Signaling
0.6146449578517968,UCD-0001014,Failing,Neuronal Signaling
0.6281696103909316,UCD-0001014,Failing,Neuronal Signaling
0.5185129190039959,UCD-0001014,Failing,Neuronal Signaling
0.6768961798482156,UCD-0001014,Failing,Neuronal Signaling
0.5426982530567072,UCD-0001014,Failing,Neuronal Signaling
0.7347049479989723,UCD-0001014,Failing,Neuronal Signaling
0.7773392578167487,UCD-0001014,Failing,Neuronal Signaling
0.7652780362450989,UCD-0001014,Failing,Neuronal Signaling
0.753025662622822,UCD-0001014,Failing,Neuronal Signaling
0.6316289633594591,UCD-0001014,Failing,Neuronal Signaling
0.6836289631371794,UCD-0001014,Failing,Neuronal Signaling
0.7479276238792496,UCD-0001014,Failing,Neuronal Signaling
0.6704621830464551,UCD-0001014,Failing,Neuronal Signaling
0.6167354625444659,UCD-0001014,Failing,Neuronal Signaling
0.7213304690781255,UCD-0001014,Failing,Neuronal Signaling
0.7167440134259632,UCD-0001014,Failing,Neuronal Signaling
0.6961522211421483,UCD-0001014,Failing,Neuronal Signaling
0.7386794104632589,UCD-0001014,Failing,Neuronal Signaling
0.7007682692323268,UCD-0001014,Failing,Neuronal Signaling
0.7854414792312463,UCD-0001014,Failing,Neuronal Signaling
0.6854645117517361,UCD-0001014,Failing,Neuronal Signaling
0.44958674343911864,UCD-0001014,Failing,Neuronal Signaling
0.6628591720600544,UCD-0001014,Failing,Neuronal Signaling
0.4924312345500384,UCD-0001014,Failing,Neuronal Signaling
0.636185522501895,UCD-0001014,Failing,Neuronal Signaling
0.636964924060198,UCD-0001014,Failing,Neuronal Signaling
0.5899056185628354,UCD-0001014,Failing,Neuronal Signaling
0.6456298119225077,UCD-0001014,Failing,Neuronal Signaling
0.5460237492885456,UCD-0001014,Failing,Neuronal Signaling
0.5124201827478132,UCD-0001014,Failing,Neuronal Signaling
0.68251445018981,UCD-0001014,Failing,Neuronal Signaling
0.6243312696981757,UCD-0001014,Failing,Neuronal Signaling
0.6764540953805874,UCD-0001014,Failing,Neuronal Signaling
0.56131566961424,UCD-0001016,Failing,Neuronal Signaling
0.5309080130152747,UCD-0001016,Failing,Neuronal Signaling
0.5959598248884554,UCD-0001016,Failing,Neuronal Signaling
0.6417502897089968,UCD-0001016,Failing,Neuronal Signaling
0.6531399249902399,UCD-0001016,Failing,Neuronal Signaling
0.6490852264654272,UCD-0001016,Failing,Neuronal Signaling
0.6282710817340332,UCD-0001016,Failing,Neuronal Signaling
0.6932343704564027,UCD-0001016,Failing,Neuronal Signaling
0.778276642939994,UCD-0001016,Failing,Neuronal Signaling
0.7746634541583817,UCD-0001016,Failing,Neuronal Signaling
0.6234940359920187,UCD-0001016,Failing,Neuronal Signaling
0.6744106827615877,UCD-0001016,Failing,Neuronal Signaling
0.7732391172567269,UCD-0001016,Failing,Neuronal Signaling
0.7110060655394435,UCD-0001016,Failing,Neuronal Signaling
0.6052818240867349,UCD-0001016,Failing,Neuronal Signaling
0.6282865263477106,UCD-0001016,Failing,Neuronal Signaling
0.5943839193074052,UCD-0001016,Failing,Neuronal Signaling
0.5956845606539369,UCD-0001016,Failing,Neuronal Signaling
0.606796947578433,UCD-0001016,Failing,Neuronal Signaling
0.6701426495085254,UCD-0001016,Failing,Neuronal Signaling
0.7506369630436839,UCD-0001016,Failing,Neuronal Signaling
0.7546178895888948,UCD-0001016,Failing,Neuronal Signaling
0.6596501243997527,UCD-0001016,Failing,Neuronal Signaling
0.6876399433309552,UCD-0001016,Failing,Neuronal Signaling
0.771952844100601,UCD-0001016,Failing,Neuronal Signaling
0.7680876421532594,UCD-0001016,Failing,Neuronal Signaling
0.7080847368819068,UCD-0001016,Failing,Neuronal Signaling
0.7118472258495689,UCD-0001016,Failing,Neuronal Signaling
0.750706042908394,UCD-0001016,Failing,Neuronal Signaling
0.7037945857155521,UCD-0001016,Failing,Neuronal Signaling
0.6334985168273183,UCD-0001016,Failing,Neuronal Signaling
0.6279936646243528,UCD-0001016,Failing,Neuronal Signaling
0.32395655307530374,UCD-0001016,Failing,Neuronal Signaling
0.2957330795993057,UCD-0001016,Failing,Neuronal Signaling
0.42773022364086943,UCD-0001016,Failing,Neuronal Signaling
0.45070305117576026,UCD-0001016,Failing,Neuronal Signaling
0.7473871229632938,UCD-0001016,Failing,Neuronal Signaling
0.7312533996077956,UCD-0001016,Failing,Neuronal Signaling
0.6593704226196243,UCD-0001016,Failing,Neuronal Signaling
0.7430838475897159,UCD-0001016,Failing,Neuronal Signaling
0.6810324206713607,UCD-0001016,Failing,Neuronal Signaling
0.6783758357643842,UCD-0001016,Failing,Neuronal Signaling
0.6743572490094232,UCD-0001016,Failing,Neuronal Signaling
0.6922211446763804,UCD-0001016,Failing,Neuronal Signaling
0.678829233133811,UCD-0001016,Failing,Neuronal Signaling
0.6416135212712247,UCD-0001016,Failing,Neuronal Signaling
0.6187211041942456,UCD-0001016,Failing,Neuronal Signaling
0.6294632749528585,UCD-0001016,Failing,Neuronal Signaling
0.6743521641065805,UCD-0001016,Failing,Neuronal Signaling
0.6584347900950833,UCD-0001016,Failing,Neuronal Signaling
0.6476175004223652,UCD-0001016,Failing,Neuronal Signaling
0.6834056680926577,UCD-0001016,Failing,Neuronal Signaling
0.7379871263604829,UCD-0001016,Failing,Neuronal Signaling
0.7340037279882052,UCD-0001016,Failing,Neuronal Signaling
0.552639707581031,UCD-0001016,Failing,Neuronal Signaling
0.5455470971868204,UCD-0001016,Failing,Neuronal Signaling
0.7360634782283122,UCD-0001016,Failing,Neuronal Signaling
0.7283579669173537,UCD-0001016,Failing,Neuronal Signaling
0.7093999234471023,UCD-0001016,Failing,Neuronal Signaling
0.7008475141487631,UCD-0001016,Failing,Neuronal Signaling
0.5617451109034268,UCD-0001016,Failing,Neuronal Signaling
0.532862637483116,UCD-0001016,Failing,Neuronal Signaling
0.4374872223578781,UCD-0001016,Failing,Neuronal Signaling
0.52783581225549,UCD-0001016,Failing,Neuronal Signaling
0.578421491973134,UCD-0001024,Failing,Neuronal Signaling
0.7736742699041267,UCD-0001024,Failing,Neuronal Signaling
0.7052852437635302,UCD-0001024,Failing,Neuronal Signaling
0.49395251730194867,UCD-0001024,Failing,Neuronal Signaling
0.7316898726202765,UCD-0001024,Failing,Neuronal Signaling
0.8297004344139325,UCD-0001024,Failing,Neuronal Signaling
0.8267893403375005,UCD-0001024,Failing,Neuronal Signaling
0.6232842855665225,UCD-0001024,Failing,Neuronal Signaling
0.7522124203810828,UCD-0001024,Failing,Neuronal Signaling
0.7562979065105759,UCD-0001024,Failing,Neuronal Signaling
0.8227008407645258,UCD-0001024,Failing,Neuronal Signaling
0.8085089700500926,UCD-0001024,Failing,Neuronal Signaling
0.8236082857019149,UCD-0001024,Failing,Neuronal Signaling
0.8789246457235429,UCD-0001024,Failing,Neuronal Signaling
0.9109995381168547,UCD-0001024,Failing,Neuronal Signaling
0.8550805049605528,UCD-0001024,Failing,Neuronal Signaling
0.6403629578206931,UCD-0001024,Failing,Neuronal Signaling
0.7039046453250352,UCD-0001024,Failing,Neuronal Signaling
0.68563283903395,UCD-0001024,Failing,Neuronal Signaling
0.5892036219512727,UCD-0001024,Failing,Neuronal Signaling
0.7953275298470893,UCD-0001024,Failing,Neuronal Signaling
0.8357914750291031,UCD-0001024,Failing,Neuronal Signaling
0.8612377834418906,UCD-0001024,Failing,Neuronal Signaling
0.7716184187264848,UCD-0001024,Failing,Neuronal Signaling
0.7994310119088534,UCD-0001024,Failing,Neuronal Signaling
0.8798534242894818,UCD-0001024,Failing,Neuronal Signaling
0.8700779977322024,UCD-0001024,Failing,Neuronal Signaling
0.7633786273957873,UCD-0001024,Failing,Neuronal Signaling
0.7983133945736126,UCD-0001024,Failing,Neuronal Signaling
0.876248890613177,UCD-0001024,Failing,Neuronal Signaling
0.8852379322873939,UCD-0001024,Failing,Neuronal Signaling
0.8200649680299363,UCD-0001024,Failing,Neuronal Signaling
0.27031553041610806,UCD-0001024,Failing,Neuronal Signaling
0.3624976838937816,UCD-0001024,Failing,Neuronal Signaling
0.3207758178439335,UCD-0001024,Failing,Neuronal Signaling
0.22766348383246954,UCD-0001024,Failing,Neuronal Signaling
0.7427869425166469,UCD-0001024,Failing,Neuronal Signaling
0.8605001297013904,UCD-0001024,Failing,Neuronal Signaling
0.8711428340116522,UCD-0001024,Failing,Neuronal Signaling
0.7511296441481207,UCD-0001024,Failing,Neuronal Signaling
0.7293830969460535,UCD-0001024,Failing,Neuronal Signaling
0.8665319777032631,UCD-0001024,Failing,Neuronal Signaling
0.8827647188108156,UCD-0001024,Failing,Neuronal Signaling
0.6799105661699911,UCD-0001024,Failing,Neuronal Signaling
0.7349603497885587,UCD-0001024,Failing,Neuronal Signaling
0.8516696476537247,UCD-0001024,Failing,Neuronal Signaling
0.8710293983110842,UCD-0001024,Failing,Neuronal Signaling
0.7234995693455822,UCD-0001024,Failing,Neuronal Signaling
0.7273382882855417,UCD-0001024,Failing,Neuronal Signaling
0.8405994973535792,UCD-0001024,Failing,Neuronal Signaling
0.793956570583442,UCD-0001024,Failing,Neuronal Signaling
0.6604948713856312,UCD-0001024,Failing,Neuronal Signaling
0.7693877366875929,UCD-0001024,Failing,Neuronal Signaling
0.7156336069378618,UCD-0001024,Failing,Neuronal Signaling
0.8202571213356892,UCD-0001024,Failing,Neuronal Signaling
0.9060771180765559,UCD-0001024,Failing,Neuronal Signaling
0.706055492428679,UCD-0001024,Failing,Neuronal Signaling
0.8057050268069397,UCD-0001024,Failing,Neuronal Signaling
0.8269188859301622,UCD-0001024,Failing,Neuronal Signaling
0.7024724328363834,UCD-0001024,Failing,Neuronal Signaling
0.6449867367406733,UCD-0001024,Failing,Neuronal Signaling
0.6804709621234548,UCD-0001024,Failing,Neuronal Signaling
0.7507465106272481,UCD-0001024,Failing,Neuronal Signaling
0.6931410855362474,UCD-0001024,Failing,Neuronal Signaling
0.4263351383619346,UCD-0001040,Failing,Endocrinology & Hormones
0.4002916190092082,UCD-0001040,Failing,Endocrinology & Hormones
0.5363994577836538,UCD-0001040,Failing,Endocrinology & Hormones
0.44119756609221966,UCD-0001040,Failing,Endocrinology & Hormones
0.3483724188818108,UCD-0001040,Failing,Endocrinology & Hormones
0.32031542591977313,UCD-0001040,Failing,Endocrinology & Hormones
0.4298450587123892,UCD-0001040,Failing,Endocrinology & Hormones
0.40033033299124926,UCD-0001040,Failing,Endocrinology & Hormones
0.6402718977645399,UCD-0001040,Failing,Endocrinology & Hormones
0.5873660827074741,UCD-0001040,Failing,Endocrinology & Hormones
0.6186843259523706,UCD-0001040,Failing,Endocrinology & Hormones
0.6917115258608776,UCD-0001040,Failing,Endocrinology & Hormones
0.41047257126136727,UCD-0001040,Failing,Endocrinology & Hormones
0.3519559484576654,UCD-0001040,Failing,Endocrinology & Hormones
0.41425913360886535,UCD-0001040,Failing,Endocrinology & Hormones
0.5020609844415442,UCD-0001040,Failing,Endocrinology & Hormones
0.49256183436906353,UCD-0001040,Failing,Endocrinology & Hormones
0.44540589405949327,UCD-0001040,Failing,Endocrinology & Hormones
0.48018889811961113,UCD-0001040,Failing,Endocrinology & Hormones
0.39582487180898596,UCD-0001040,Failing,Endocrinology & Hormones
0.5558502419684533,UCD-0001040,Failing,Endocrinology & Hormones
0.5083840478571254,UCD-0001040,Failing,Endocrinology & Hormones
0.58601644081343,UCD-0001040,Failing,Endocrinology & Hormones
0.6197308938003582,UCD-0001040,Failing,Endocrinology & Hormones
0.48749497690681554,UCD-0001040,Failing,Endocrinology & Hormones
0.43588193207418474,UCD-0001040,Failing,Endocrinology & Hormones
0.534856459043792,UCD-0001040,Failing,Endocrinology & Hormones
0.5670613330318157,UCD-0001040,Failing,Endocrinology & Hormones
0.4538242407736665,UCD-0001040,Failing,Endocrinology & Hormones
0.4033224755866577,UCD-0001040,Failing,Endocrinology & Hormones
0.4663589816616975,UCD-0001040,Failing,Endocrinology & Hormones
0.5418998152478076,UCD-0001040,Failing,Endocrinology & Hormones
0.15076738753876703,UCD-0001040,Failing,Endocrinology & Hormones
0.11405735399217078,UCD-0001040,Failing,Endocrinology & Hormones
0.17079335201527532,UCD-0001040,Failing,Endocrinology & Hormones
-0.03128359331313398,UCD-0001040,Failing,Endocrinology & Hormones
0.4962681612730518,UCD-0001040,Failing,Endocrinology & Hormones
0.4206125339859675,UCD-0001040,Failing,Endocrinology & Hormones
0.513605067972985,UCD-0001040,Failing,Endocrinology & Hormones
0.5312526509607677,UCD-0001040,Failing,Endocrinology & Hormones
0.44568867343266055,UCD-0001040,Failing,Endocrinology & Hormones
0.4203843382301178,UCD-0001040,Failing,Endocrinology & Hormones
0.5305818015155475,UCD-0001040,Failing,Endocrinology & Hormones
0.5331990933414186,UCD-0001040,Failing,Endocrinology & Hormones
0.3466863318836756,UCD-0001040,Failing,Endocrinology & Hormones
0.31607376039826346,UCD-0001040,Failing,Endocrinology & Hormones
0.39384266956595076,UCD-0001040,Failing,Endocrinology & Hormones
0.40979262931623317,UCD-0001040,Failing,Endocrinology & Hormones
0.4043223004560563,UCD-0001040,Failing,Endocrinology & Hormones
0.3510983951309171,UCD-0001040,Failing,Endocrinology & Hormones
0.4964370592513168,UCD-0001040,Failing,Endocrinology & Hormones
0.4520819312197855,UCD-0001040,Failing,Endocrinology & Hormones
0.45176047006747855,UCD-0001040,Failing,Endocrinology & Hormones
0.35940918848358405,UCD-0001040,Failing,Endocrinology & Hormones
0.33525366291249625,UCD-0001040,Failing,Endocrinology & Hormones
0.443024101517131,UCD-0001040,Failing,Endocrinology & Hormones
0.5382749197868586,UCD-0001040,Failing,Endocrinology & Hormones
0.4839139686064027,UCD-0001040,Failing,Endocrinology & Hormones
0.5967546677425043,UCD-0001040,Failing,Endocrinology & Hormones
0.6049348867481075,UCD-0001040,Failing,Endocrinology & Hormones
0.4889551808387977,UCD-0001040,Failing,Endocrinology & Hormones
0.44730135634669504,UCD-0001040,Failing,Endocrinology & Hormones
0.454927207688401,UCD-0001040,Failing,Endocrinology & Hormones
0.5031001765647912,UCD-0001040,Failing,Endocrinology & Hormones
0.5821621766622677,UCD-0001613,Failing,Endocrinology & Hormones
0.642503392067684,UCD-0001613,Failing,Endocrinology & Hormones
0.7268026895986163,UCD-0001613,Failing,Endocrinology & Hormones
0.6912390015383412,UCD-0001613,Failing,Endocrinology & Hormones
0.73265875628549,UCD-0001613,Failing,Endocrinology & Hormones
0.7527593397586678,UCD-0001613,Failing,Endocrinology & Hormones
0.8065112067362241,UCD-0001613,Failing,Endocrinology & Hormones
0.8447386816453267,UCD-0001613,Failing,Endocrinology & Hormones
0.6077571761078397,UCD-0001613,Failing,Endocrinology & Hormones
0.8169123386942374,UCD-0001613,Failing,Endocrinology & Hormones
0.6737189310190497,UCD-0001613,Failing,Endocrinology & Hormones
0.7664373951423727,UCD-0001613,Failing,Endocrinology & Hormones
0.7218593254996192,UCD-0001613,Failing,Endocrinology & Hormones
0.8670332117635279,UCD-0001613,Failing,Endocrinology & Hormones
0.7667684021751954,UCD-0001613,Failing,Endocrinology & Hormones
0.7578392124314847,UCD-0001613,Failing,Endocrinology & Hormones
0.5990745808468174,UCD-0001613,Failing,Endocrinology & Hormones
0.6677407790434514,UCD-0001613,Failing,Endocrinology & Hormones
0.7348064114627018,UCD-0001613,Failing,Endocrinology & Hormones
0.7376368045731202,UCD-0001613,Failing,Endocrinology & Hormones
0.6780463940035892,UCD-0001613,Failing,Endocrinology & Hormones
0.8000291394290204,UCD-0001613,Failing,Endocrinology & Hormones
0.7353979250755289,UCD-0001613,Failing,Endocrinology & Hormones
0.803535822296458,UCD-0001613,Failing,Endocrinology & Hormones
0.6886293398422713,UCD-0001613,Failing,Endocrinology & Hormones
0.7964886214903254,UCD-0001613,Failing,Endocrinology & Hormones
0.7544818297366112,UCD-0001613,Failing,Endocrinology & Hormones
0.8101506343953019,UCD-0001613,Failing,Endocrinology & Hormones
0.6521501380965392,UCD-0001613,Failing,Endocrinology & Hormones
0.8390981389319585,UCD-0001613,Failing,Endocrinology & Hormones
0.7448351639884144,UCD-0001613,Failing,Endocrinology & Hormones
0.721242193096889,UCD-0001613,Failing,Endocrinology & Hormones
0.314691529429912,UCD-0001613,Failing,Endocrinology & Hormones
0.38947153219166725,UCD-0001613,Failing,Endocrinology & Hormones
0.45960001653086896,UCD-0001613,Failing,Endocrinology & Hormones
0.43699051186577326,UCD-0001613,Failing,Endocrinology & Hormones
0.6571490410868019,UCD-0001613,Failing,Endocrinology & Hormones
0.8351816581111724,UCD-0001613,Failing,Endocrinology & Hormones
0.8715074502573233,UCD-0001613,Failing,Endocrinology & Hormones
0.8644930932122428,UCD-0001613,Failing,Endocrinology & Hormones
0.7170401494292802,UCD-0001613,Failing,Endocrinology & Hormones
0.7866514270189464,UCD-0001613,Failing,Endocrinology & Hormones
0.7762182865663907,UCD-0001613,Failing,Endocrinology & Hormones
0.7871453218825545,UCD-0001613,Failing,Endocrinology & Hormones
0.7718641508018453,UCD-0001613,Failing,Endocrinology & Hormones
0.8172410580394114,UCD-0001613,Failing,Endocrinology & Hormones
0.7717646922276149,UCD-0001613,Failing,Endocrinology & Hormones
0.7275158620840998,UCD-0001613,Failing,Endocrinology & Hormones
0.6960718604175556,UCD-0001613,Failing,Endocrinology & Hormones
0.7394124564569471,UCD-0001613,Failing,Endocrinology & Hormones
0.758087132946498,UCD-0001613,Failing,Endocrinology & Hormones
0.7965941427277656,UCD-0001613,Failing,Endocrinology & Hormones
0.5707129870161927,UCD-0001613,Failing,Endocrinology & Hormones
0.8193646801046168,UCD-0001613,Failing,Endocrinology & Hormones
0.6959724526520448,UCD-0001613,Failing,Endocrinology & Hormones
0.6714991750113056,UCD-0001613,Failing,Endocrinology & Hormones
0.5213812502411715,UCD-0001613,Failing,Endocrinology & Hormones
0.6932840859257818,UCD-0001613,Failing,Endocrinology & Hormones
0.7178712993061792,UCD-0001613,Failing,Endocrinology & Hormones
0.7717970185799808,UCD-0001613,Failing,Endocrinology & Hormones
0.6365954512420992,UCD-0001613,Failing,Endocrinology & Hormones
0.733998600521412,UCD-0001613,Failing,Endocrinology & Hormones
0.6711070583618933,UCD-0001613,Failing,Endocrinology & Hormones
0.633716103358686,UCD-0001613,Failing,Endocrinology & Hormones
-0.26486976308729737,UCD-0001766,Failing,Angiogenesis
-0.2820148257217198,UCD-0001766,Failing,Angiogenesis
-0.19884054484640837,UCD-0001766,Failing,Angiogenesis
-0.18452327007622632,UCD-0001766,Failing,Angiogenesis
-0.37211400719706156,UCD-0001766,Failing,Angiogenesis
-0.38382237997966157,UCD-0001766,Failing,Angiogenesis
-0.32500706351345643,UCD-0001766,Failing,Angiogenesis
-0.310754505819221,UCD-0001766,Failing,Angiogenesis
-0.5451224371248777,UCD-0001766,Failing,Angiogenesis
-0.561269317815125,UCD-0001766,Failing,Angiogenesis
-0.5267163026415129,UCD-0001766,Failing,Angiogenesis
-0.5275712965663196,UCD-0001766,Failing,Angiogenesis
-0.6201275048169436,UCD-0001766,Failing,Angiogenesis
-0.625176465631579,UCD-0001766,Failing,Angiogenesis
-0.556994550994159,UCD-0001766,Failing,Angiogenesis
-0.5451652496038459,UCD-0001766,Failing,Angiogenesis
-0.1804473416894593,UCD-0001766,Failing,Angiogenesis
-0.19490036324842527,UCD-0001766,Failing,Angiogenesis
-0.16753848299646223,UCD-0001766,Failing,Angiogenesis
-0.13413052877291376,UCD-0001766,Failing,Angiogenesis
-0.4963425806700645,UCD-0001766,Failing,Angiogenesis
-0.5045173184095464,UCD-0001766,Failing,Angiogenesis
-0.460400735980498,UCD-0001766,Failing,Angiogenesis
-0.453819079679763,UCD-0001766,Failing,Angiogenesis
-0.5291911225659633,UCD-0001766,Failing,Angiogenesis
-0.5503239108712895,UCD-0001766,Failing,Angiogenesis
-0.49851776973062345,UCD-0001766,Failing,Angiogenesis
-0.48542549678008023,UCD-0001766,Failing,Angiogenesis
-0.5831410688725217,UCD-0001766,Failing,Angiogenesis
-0.6007041975359351,UCD-0001766,Failing,Angiogenesis
-0.5387761056713617,UCD-0001766,Failing,Angiogenesis
-0.523766448061416,UCD-0001766,Failing,Angiogenesis
0.09435537777274657,UCD-0001766,Failing,Angiogenesis
0.04571314377238385,UCD-0001766,Failing,Angiogenesis
0.08610245429625571,UCD-0001766,Failing,Angiogenesis
0.11803833248436574,UCD-0001766,Failing,Angiogenesis
-0.4378580638173221,UCD-0001766,Failing,Angiogenesis
-0.46842919124005794,UCD-0001766,Failing,Angiogenesis
-0.4444979665004054,UCD-0001766,Failing,Angiogenesis
-0.417145383557302,UCD-0001766,Failing,Angiogenesis
-0.5530735400081298,UCD-0001766,Failing,Angiogenesis
-0.5668936194204914,UCD-0001766,Failing,Angiogenesis
-0.4830445789394451,UCD-0001766,Failing,Angiogenesis
-0.47342155047111045,UCD-0001766,Failing,Angiogenesis
-0.5288876377741056,UCD-0001766,Failing,Angiogenesis
-0.5474664947451507,UCD-0001766,Failing,Angiogenesis
-0.45805949698385356,UCD-0001766,Failing,Angiogenesis
-0.44307212536935986,UCD-0001766,Failing,Angiogenesis
-0.36470521601493106,UCD-0001766,Failing,Angiogenesis
-0.3949535490430569,UCD-0001766,Failing,Angiogenesis
-0.3345463810462177,UCD-0001766,Failing,Angiogenesis
-0.3057508826879246,UCD-0001766,Failing,Angiogenesis
-0.5273632017059334,UCD-0001766,Failing,Angiogenesis
-0.5401644459453194,UCD-0001766,Failing,Angiogenesis
-0.5137119141028101,UCD-0001766,Failing,Angiogenesis
-0.5146811905666373,UCD-0001766,Failing,Angiogenesis
-0.5094098398120191,UCD-0001766,Failing,Angiogenesis
-0.5326809865457643,UCD-0001766,Failing,Angiogenesis
-0.49344232663733356,UCD-0001766,Failing,Angiogenesis
-0.48740234952666667,UCD-0001766,Failing,Angiogenesis
-0.44386431816937677,UCD-0001766,Failing,Angiogenesis
-0.45550394788387144,UCD-0001766,Failing,Angiogenesis
-0.4015681333234067,UCD-0001766,Failing,Angiogenesis
-0.3800505629781177,UCD-0001766,Failing,Angiogenesis
0.5170839841494487,UCD-0001775,Failing,Others
0.6290176503251521,UCD-0001775,Failing,Others
0.6490752843199441,UCD-0001775,Failing,Others
0.6086105184992804,UCD-0001775,Failing,Others
0.5288373725847749,UCD-0001775,Failing,Others
0.6577811607072864,UCD-0001775,Failing,Others
0.5552288995337252,UCD-0001775,Failing,Others
0.6430578746472275,UCD-0001775,Failing,Others
0.4610060757161751,UCD-0001775,Failing,Others
0.4866019181385176,UCD-0001775,Failing,Others
0.46365233816298845,UCD-0001775,Failing,Others
0.5494383713677241,UCD-0001775,Failing,Others
0.4740478308522174,UCD-0001775,Failing,Others
0.4975110343599441,UCD-0001775,Failing,Others
0.5205198719261539,UCD-0001775,Failing,Others
0.6154557844544789,UCD-0001775,Failing,Others
0.6120581593386789,UCD-0001775,Failing,Others
0.7120742113852184,UCD-0001775,Failing,Others
0.619319137153783,UCD-0001775,Failing,Others
0.6547746943378253,UCD-0001775,Failing,Others
0.48071755518978826,UCD-0001775,Failing,Others
0.540964215348929,UCD-0001775,Failing,Others
0.5003724861425162,UCD-0001775,Failing,Others
0.5929564813580838,UCD-0001775,Failing,Others
0.40140997183872473,UCD-0001775,Failing,Others
0.5094660053260935,UCD-0001775,Failing,Others
0.5039126140785208,UCD-0001775,Failing,Others
0.575549111515519,UCD-0001775,Failing,Others
0.40403313923567186,UCD-0001775,Failing,Others
0.42850834758386447,UCD-0001775,Failing,Others
0.49471159985107527,UCD-0001775,Failing,Others
0.5591974099888165,UCD-0001775,Failing,Others
0.5285796837721656,UCD-0001775,Failing,Others
0.603124879275083,UCD-0001775,Failing,Others
0.6080641226700026,UCD-0001775,Failing,Others
0.5140929702845476,UCD-0001775,Failing,Others
0.48630466068174966,UCD-0001775,Failing,Others
0.5798379172305691,UCD-0001775,Failing,Others
0.5066686814836248,UCD-0001775,Failing,Others
0.5943964372071908,UCD-0001775,Failing,Others
0.4592429552606373,UCD-0001775,Failing,Others
0.5529214716133843,UCD-0001775,Failing,Others
0.5511656937996307,UCD-0001775,Failing,Others
0.6398641801186901,UCD-0001775,Failing,Others
0.5351426309497328,UCD-0001775,Failing,Others
0.5863519660489257,UCD-0001775,Failing,Others
0.6507464154325906,UCD-0001775,Failing,Others
0.7168855940611778,UCD-0001775,Failing,Others
0.4903868757487163,UCD-0001775,Failing,Others
0.5945087474861799,UCD-0001775,Failing,Others
0.6197155121834801,UCD-0001775,Failing,Others
0.6456815703627926,UCD-0001775,Failing,Others
0.38488702982911877,UCD-0001775,Failing,Others
0.37763191255724327,UCD-0001775,Failing,Others
